,uid,isbn,rating
18995,124765,0412087715,1
18998,124815,0553279572,6
19005,124848,0375703764,3
19009,124862,0679735666,4
19011,124877,068419337X,3
19013,124922,0609809571,4
19015,124929,1559723645,1
19024,125013,1556613458,1
19028,125022,0151731527,5
19044,125114,0843109971,1
19050,125163,0345376269,1
19056,125202,0061099325,3
19057,125202,0821775472,3
19060,125207,1551667282,1
19061,125221,0316781266,3
19068,125321,0553107755,5
19069,125323,0553582747,4
19071,125323,0446675776,6
19081,125393,0812505107,1
19082,125397,006251279X,1
19089,125429,0812543262,2
19092,125465,0394537602,1
19094,125502,0439136350,6
19096,125529,0399149678,1
19098,125569,0385484518,6
19100,125580,0425152251,4
19106,125645,0140293248,5
19112,125708,1573229334,1
19113,125711,0385471025,1
19117,125735,0525936556,1
19119,125760,0553273000,1
19125,125834,0879057637,1
19132,125877,0671556835,1
19134,125881,1841193615,1
19139,125899,0812966902,5
19141,125936,0563538597,1
19144,125957,038079960X,2
19145,125962,0807064254,1
19179,126192,0394722655,1
19180,126192,0451628470,1
19183,126192,0836287347,1
19185,126202,0330352253,1
19189,126219,0060391626,4
19202,126254,0446606812,4
19204,126269,0312970307,5
19208,126292,0451525264,1
19215,126367,0802131867,1
19220,126380,155874262X,5
19221,126380,0805029648,2
19223,126383,0140173765,1
19233,126424,1860461670,4
19242,126443,0764223488,4
19250,126581,0805044280,1
19265,126670,1558746099,4
19273,126731,0786866586,5
19294,126889,0425181006,3
19295,126891,048627053X,1
19297,126904,1558745718,6
19302,126934,0515134120,3
19304,126934,0689849222,1
19306,126949,0345339703,5
19311,126980,0099244926,5
19312,126980,0812507436,1
19313,126980,0812507428,1
19314,126983,0971880107,1
19315,126983,0451454510,1
19320,127031,0590509616,1
19322,127038,0373166192,1
19331,127121,0971880107,1
19332,127121,0451162072,4
19338,127173,1840184957,1
19340,127191,0880016779,1
19347,127243,0345387651,3
19348,127243,0515134279,6
19350,127243,0316781142,3
19357,127281,0679423907,1
19359,127291,0553583980,3
19372,127327,0786881852,4
19375,127363,0345438825,3
19377,127382,0971880107,1
19385,127440,0553293427,1
19389,127458,038081093X,1
19392,127479,039575514X,4
19393,127479,0679744398,5
19395,127485,0316969443,5
19398,127492,1572970251,1
19399,127492,1572970529,1
19400,127492,1572972076,1
19404,127520,0440904196,5
19415,127595,0888990820,1
19418,127604,0061093580,5
19423,127619,0345380274,1
19424,127619,0449207420,1
19439,127720,0553250531,6
19440,127720,0380018179,5
19454,127772,0002251485,2
19463,127798,0553584049,3
19481,127876,0440224713,1
19487,127910,0380725576,2
19489,127920,0330351958,1
19491,127938,0679764895,1
19498,127991,074341022X,1
19504,128011,0451203771,5
19505,128024,0515129941,3
19506,128024,0449907635,5
19525,128149,0061098035,1
19534,128201,0553574558,1
19540,128228,0679742271,1
19544,128244,0553348981,4
19549,128271,0671740504,1
19552,128285,0553585118,1
19553,128288,1578063698,1
19572,128396,0679745203,4
19580,128480,0590466178,1
19589,128556,0312978375,2
19595,128598,0786867752,1
19596,128613,0028609980,1
19597,128633,1901983307,1
19600,128639,055326849X,1
19607,128690,0061099686,3
19608,128690,0553280945,4
19609,128697,0449134482,4
19611,128707,0380715430,3
19612,128707,1841954225,1
19618,128741,0393315606,3
19621,128747,0060928336,5
19624,128747,0312155565,1
19637,128865,0312978332,5
19639,128875,0525945725,3
19640,128883,0060955570,1
19643,128894,0743466527,5
19646,128918,056353804X,1
19647,128918,056355570X,1
19649,128918,0563555742,1
19653,128935,0684849216,2
19654,128937,0451211049,1
19655,128939,0385721420,3
19661,128971,0393312836,5
19662,128972,0782124674,2
19665,128981,0373710178,1
19666,128981,0373706642,1
19672,129006,0743206045,6
19673,129006,0399147195,2
19674,129006,0399148701,3
19675,129006,0553801929,3
19676,129017,0345424719,5
19677,129029,055356160X,4
19685,129118,0553262580,1
19689,129146,0060175400,4
19693,129164,0553237330,1
19699,129198,0451192613,1
19704,129232,0373195443,1
19708,129257,0449221490,1
19714,129285,0375758437,1
19728,129385,0689818769,4
19733,129426,067100042X,3
19742,129496,094557553X,1
19744,129524,0312953615,3
19747,129597,0345423747,4
19748,129600,0345361792,5
19756,129661,0380794489,4
19760,129682,0425147762,4
19761,129682,0743437640,4
19762,129682,0446602450,1
19765,129686,0684818175,1
19768,129702,0553251473,1
19769,129729,0821769278,4
19777,129790,0446310786,5
19789,129842,0440539811,1
19803,129951,0060928336,5
19809,130009,0884862364,1
19810,130028,0451183665,4
19811,130034,0553298305,1
19819,130108,0446606812,4
19822,130112,0679400036,1
19824,130115,1551667215,1
19831,130175,0385336306,3
19838,130212,0385495420,1
19858,130299,1573229385,4
19859,130305,0312278586,5
19867,130332,0441010970,1
19868,130334,052594527X,6
19869,130334,0374153248,1
19870,130334,068971680X,1
19872,130334,1569470324,1
19887,130412,0671525832,3
19888,130414,0345362276,1
19891,130437,0380731851,4
19897,130460,0425182908,2
19898,130460,0345390458,1
19910,130501,0345369947,3
19913,130527,0671880187,3
19917,130547,0449210928,4
19920,130557,0385485093,1
19926,130601,0312961863,3
19930,130672,0887308589,6
19931,130672,1857881095,1
19932,130678,0345371984,1
19933,130707,0440220602,5
19937,130756,0380717123,1
19943,130817,0671673688,3
19945,130825,0671690094,1
19956,130893,0449003701,2
19967,130969,0486415910,1
19972,131006,0884046818,2
19985,131021,0553569155,2
20009,131056,067976402X,4
20011,131082,0804109125,1
20019,131112,0440241537,3
20021,131117,0553211439,3
20024,131137,0679764925,4
20029,131170,0312201656,6
20039,131181,055334949X,5
20043,131205,0440205085,1
20051,131242,0006135889,1
20063,131279,0595227694,3
20065,131289,0140030255,1
20076,131373,0349105715,4
20082,131434,1878610449,1
20097,131532,0312269587,1
20099,131547,0385334729,4
20102,131558,068484267X,4
20112,131581,0812589041,5
20117,131604,0451527011,1
20119,131609,0915463849,1
20121,131640,0307220338,1
20122,131645,0375726403,4
20123,131645,0316926108,5
20149,131784,0743235355,5
20150,131788,0449908534,1
20151,131788,1551051540,1
20152,131790,0446531332,5
20156,131838,0743487583,1
20158,131845,0786868716,6
20176,131985,0671510053,3
20192,132058,0446601640,2
20204,132126,0061057134,4
20207,132143,0971880107,1
20217,132168,0451188454,5
20223,132218,0553584375,5
20229,132226,0380725835,1
20238,132286,0375501371,2
20241,132297,051511264X,1
20242,132297,0440236053,4
20243,132298,0345389964,1
20248,132337,0553288202,5
20252,132380,0553211765,1
20260,132398,031298328X,2
20261,132398,0425181839,1
20267,132414,0061085618,1
20281,132476,0451202341,4
20282,132480,0679419144,3
20284,132521,1573228214,5
20285,132523,0786012005,5
20288,132535,031298250X,1
20296,132623,0609809512,1
20299,132635,0380002930,3
20300,132646,0380731851,4
20321,132709,0786889306,3
20322,132749,0151686564,5
20324,132752,0671888587,2
20335,132863,0140271562,2
20340,132913,0821723278,1
20341,132934,0440222656,4
20346,132960,076790382X,3
20362,133046,038079487X,4
20363,133046,0449219461,2
20364,133049,0192833626,1
20368,133102,1580173918,1
20374,133156,044651747X,1
20376,133182,0451205421,3
20382,133228,051513399X,3
20387,133242,0552998931,4
20399,133311,0515132136,3
20404,133374,0156008661,3
20407,133391,067944999X,4
20411,133421,0425166430,1
20413,133429,0440441587,1
20415,133446,0446531332,5
20420,133477,0670883476,3
20439,133657,0393321797,1
20454,133753,0671003364,6
20462,133803,0140707247,1
20472,133837,1904929001,1
20475,133864,0439194466,2
20481,133897,0345322231,1
20482,133919,0971766711,2
20487,133947,0156628708,5
20497,134016,0452265053,4
20498,134019,0575057114,1
20499,134030,0140348107,5
20500,134059,0971880107,1
20501,134063,0060391626,4
20510,134147,0671038443,4
20517,134159,0064407950,1
20520,134186,0060391448,4
20521,134193,0684862719,2
20525,134215,0373245343,1
20529,134244,067100042X,3
20534,134270,0451183665,4
20536,134285,0671042831,1
20540,134313,0449132471,1
20542,134313,0449200981,1
20543,134313,0373261551,1
20545,134313,0373638116,1
20546,134313,0373885369,1
20547,134313,0671705350,1
20548,134317,0061003654,1
20552,134333,0061092037,2
20553,134340,0375502777,1
20559,134367,1876438053,1
20566,134390,0962197963,1
20567,134391,0380776510,1
20570,134395,043935806X,6
20571,134397,038572179X,2
20580,134409,0345337662,3
20581,134409,0061051098,3
20582,134409,0451168615,2
20583,134409,0345314905,5
20586,134422,0091882087,1
20590,134461,0671722778,1
20598,134489,0440236665,1
20601,134513,1551668173,1
20602,134520,8401463297,1
20604,134541,0452264464,1
20612,134652,0425135020,3
20613,134653,0449219372,1
20614,134653,0307131726,1
20615,134653,0689812361,4
20619,134701,1550544683,4
20629,134801,044651862X,3
20641,134858,0385511612,3
20646,134885,0060185252,1
20647,134888,0971880107,1
20650,134905,0399144420,1
20651,134919,1864481684,1
20652,134923,1551669153,3
20653,134926,0141000198,4
20661,134963,043936213X,6
20662,134966,0345450698,5
20675,135037,0156007479,2
20677,135084,0786868716,6
20678,135084,0684814994,5
20680,135092,0440237416,3
20681,135108,0425137562,1
20682,135117,0312986335,1
20692,135133,0440107601,1
20696,135181,0060190310,1
20701,135210,0452272319,5
20703,135222,0440145465,5
20706,135242,0732258413,1
20717,135331,0446612278,1
20721,135372,0886191971,1
20722,135381,0805036504,3
20724,135403,0312979096,4
20726,135418,0449212750,1
20733,135462,0440229499,5
20734,135471,0446608297,1
20751,135608,0060192356,1
20754,135626,0312147015,3
20756,135626,0803725183,1
20758,135635,0385181280,1
20766,135738,0802136303,3
20767,135738,0679457550,1
20768,135767,0804119732,1
20771,135796,0440492041,1
20774,135832,0395478049,1
20775,135833,0060392452,5
20785,135861,1562477587,1
20797,135908,1578661137,1
20813,135979,0515087947,1
20817,135995,0446608955,4
20827,136054,0375501096,1
20828,136057,014014904X,1
20833,136087,0440237246,1
20834,136087,0743444043,1
20847,136161,0373763859,1
20852,136191,0762188537,1
20857,136225,0971880107,1
20869,136275,0785266186,1
20876,136286,0140074457,2
20880,136293,0971880107,1
20882,136314,0385504209,6
20889,136359,0060927941,1
20892,136375,0312958129,1
20895,136417,0070055645,1
20904,136486,0452282829,4
20906,136498,2266087614,1
20914,136600,0671521101,3
20916,136600,0451411188,1
20918,136605,0425053806,1
20919,136605,0061012882,1
20921,136625,0375700730,1
20923,136625,0515054437,1
20925,136625,1574090488,1
20932,136698,0440241073,4
20941,136726,0440240751,5
20952,136788,0670894389,1
20959,136827,0684801469,2
20960,136831,0670892963,5
20963,136906,0786010835,1
20973,137052,0812512456,2
20974,137055,0895773287,1
20978,137065,0140144560,1
20980,137065,0671016660,1
20987,137097,0140187375,5
20991,137113,1932047328,1
20992,137120,0451205634,1
20993,137129,059035342X,5
21006,137254,0671413570,1
21007,137272,0446610178,4
21008,137273,0060932139,1
21011,137314,0743418174,5
21012,137314,0385720211,4
21016,137390,1895636221,2
21019,137410,0375707972,3
21032,137466,0394757564,1
21036,137495,0684874350,5
21045,137544,0425180050,1
21046,137545,0061090565,1
21053,137621,067160192X,1
21055,137632,0971880107,1
21060,137661,0061000175,3
21079,137772,0446403423,1
21080,137809,0743211383,3
21084,137893,0446610100,3
21085,137893,0517703246,1
21095,137974,0515119660,1
21102,138015,0825672597,1
21108,138099,0310217601,1
21116,138150,1853260207,2
21117,138151,0060199652,3
21119,138182,0451197356,1
21126,138214,0446611913,2
21127,138223,0688178057,1
21132,138281,0671867156,7
21137,138306,0920668372,5
21143,138324,0553442619,1
21145,138341,0425099334,4
21160,138460,0425152251,4
21167,138527,0375760628,3
21171,138557,044022165X,4
21179,138631,0441783589,4
21181,138653,0804105537,1
21189,138712,0446525502,3
21190,138713,0425151875,4
21191,138713,0425168220,4
21199,138767,0061031410,6
21201,138779,0670869902,2
21211,138835,0679442588,1
21220,138914,0375706410,5
21221,138921,0515039276,1
21228,138943,0767903277,1
21230,138948,0446604844,3
21233,138967,0684872870,1
21245,139031,0310241006,5
21250,139050,0425117383,2
21253,139059,0446608262,5
21261,139097,0312195567,3
21266,139124,0373168594,1
21270,139158,0399145087,4
21271,139158,039914465X,3
21284,139242,0786867175,4
21288,139261,0345437829,1
21290,139271,0060177225,1
21291,139278,1551668246,1
21296,139313,0425158632,1
21298,139329,1551668424,1
21303,139367,0099771519,5
21304,139393,0552999458,2
21311,139442,0553277472,2
21323,139525,0446517178,1
21325,139542,0864426178,1
21331,139548,0440222656,4
21333,139554,0553268724,1
21335,139556,0312958919,1
21336,139562,0971880107,1
21337,139570,0062502182,4
21349,139596,1559580968,1
21363,139715,0345465083,3
21367,139749,0671726730,2
21372,139799,0140042520,4
21373,139799,0143034987,1
21374,139807,038549744X,1
21387,139862,0440225272,3
21399,139911,0395363179,1
21400,139915,0440415705,1
21404,139924,0140177884,1
21405,139935,0517320916,1
21408,139974,0552138320,1
21410,139979,0061020362,1
21411,139992,0395353009,3
21414,139993,0553581724,1
21417,139998,038097570X,1
21427,140078,0812585151,1
21429,140119,031228327X,3
21434,140182,0345378482,4
21435,140182,0671008846,1
21439,140218,0446364193,3
21441,140251,0889651663,1
21448,140272,1580050298,1
21453,140334,1551669390,1
21458,140373,0064471101,6
21459,140385,0446611085,5
21468,140460,0786706341,1
21471,140486,0971880107,1
21472,140489,0913089257,3
21474,140504,0752837338,1
21480,140539,0440228433,1
21481,140540,0060542845,4
21482,140550,0451180291,3
21489,140578,0061031070,2
21491,140578,0380798913,1
21494,140638,0689818769,4
21499,140715,0440213525,3
21502,140742,0312420447,1
21506,140774,0140185216,1
21507,140775,0553256696,6
21509,140775,0590374621,1
21510,140775,0139715150,1
21517,140901,0553375407,6
21522,140952,0446610178,4
21529,140973,038547699X,4
21532,140979,044023722X,4
21533,140979,0385721420,3
21535,140979,0394759893,1
21548,141067,0842329129,5
21549,141067,0140086838,4
21555,141171,039592720X,5
21576,141351,0385299095,1
21584,141431,1860492592,3
21592,141470,0446610232,1
21593,141470,0451206878,1
21594,141474,0802130747,1
21595,141478,0553569031,4
21598,141488,0394576047,1
21603,141536,0452282152,5
21604,141536,0062500279,1
21607,141561,0440241073,4
21610,141571,0385720106,3
21613,141580,0805063897,4
21621,141686,0553277472,2
21622,141714,0452277337,5
21623,141717,0786868716,6
21626,141830,0316788228,5
21628,141847,0345335287,1
21634,141881,0345335406,5
21643,141925,0440222656,4
21644,141926,0689812361,4
21648,141933,0440204925,1
21651,141943,1551103753,1
21652,141946,0924486953,1
21653,141947,0060175400,4
21660,141996,055329699X,2
21661,141998,0060177721,1
21662,142003,0451210182,1
21666,142014,0380754843,1
21667,142014,0590939750,1
21670,142022,059048446X,1
21671,142030,006447061X,1
21676,142067,0671510053,3
21682,142108,0679454489,1
21683,142111,0525943722,1
21691,142142,0446516538,2
21694,142153,0061020206,1
21710,142364,0061032093,3
21720,142395,0061052949,1
21728,142439,0425176673,1
21735,142494,1853260010,5
21737,142502,0312965966,4
21747,142551,0393058549,1
21749,142571,0440241073,4
21753,142603,0440235502,4
21754,142604,0590453068,5
21755,142609,0375421882,1
21756,142626,044023722X,4
21758,142626,0451209907,4
21760,142626,0440223202,5
21762,142644,014030410X,1
21765,142669,0553348698,1
21766,142669,0446670030,1
21767,142677,0804111227,1
21770,142685,0449219461,2
21771,142689,0399146431,4
21776,142719,0671027344,4
21778,142734,0345342968,5
21791,142788,084394952X,1
21792,142789,0553280341,3
21793,142789,0553280368,2
21794,142789,0805013342,1
21796,142799,0441783589,4
21801,142828,0394758374,1
21806,142850,0385479565,4
21807,142870,037570504X,3
21809,142894,0843945559,1
21810,142897,0553275704,2
21811,142936,0451173384,1
21821,142985,0399145990,3
21826,143022,0060199652,3
21837,143077,0452282829,4
21838,143078,1891620347,1
21839,143120,0241134528,1
21849,143189,0345453743,5
21852,143223,073820675X,1
21856,143239,0757301401,1
21858,143244,0671027344,4
21859,143244,0345378482,4
21864,143289,0385497369,1
21865,143292,080075445X,1
21867,143306,0679736360,1
21868,143313,0060502258,4
21877,143349,0679745203,4
21879,143349,0060934425,1
21882,143349,0866836152,1
21883,143351,0425137562,1
21887,143357,0747553181,3
21890,143364,1896860060,1
21913,143422,0330375253,4
21914,143422,0140366792,1
21916,143431,038549744X,1
21918,143451,0061005428,1
21921,143478,0375758232,2
21927,143527,0425099024,1
21928,143545,0877930740,1
21930,143562,031286504X,3
21934,143588,0312267460,2
21938,143617,0743418174,5
21940,143639,0201626705,2
21941,143641,0060196300,3
21943,143651,157965116X,1
21953,143686,0156011042,5
21956,143705,1558747613,3
21962,143726,0375702709,4
21966,143742,0671510053,3
21967,143751,0671510053,3
21971,143756,0027153800,1
21987,143847,0345358619,1
21994,143921,0843944293,2
21999,143957,0971880107,1
22003,144031,0345368754,3
22006,144053,0849912970,1
22027,144110,0446612669,1
22029,144113,0380782332,1
22039,144183,0804104549,3
22040,144188,0380789019,4
22043,144200,0140275010,5
22062,144264,0380813815,3
22063,144270,0380812525,4
22068,144308,0553576798,4
22096,144518,0312951647,1
22097,144522,006101351X,3
22098,144525,0373031343,1
22100,144529,0140177396,5
22101,144535,0394561619,1
22103,144578,0385319444,4
22104,144588,0553275704,2
22105,144590,0553583468,3
22106,144590,0446608262,5
22107,144590,0446611778,4
22108,144590,0140127089,1
22109,144590,0061056383,1
22110,144590,0385486758,1
22116,144614,0140243895,3
22118,144622,080411109X,4
22124,144689,0451210638,4
22127,144692,0345396936,5
